,plain_dates,park_name,year,month,day,hour_rise,minute_rise,hour_set,minute_set,day_length
6833,20200102,Briones,2020,1,2,8,24,17,59,34512
6834,20200102,Garin Regional Park,2020,1,2,8,23,18,0,34612
6835,20200102,Joseph D Grant County Park,2020,1,2,8,21,17,59,34708
6836,20200102,Mt Diablo StatePark,2020,1,2,8,23,17,59,34531
6837,20200102,Pleasanton Ridge Regional Park,2020,1,2,8,22,17,59,34619
6838,20200102,Sunol,2020,1,2,8,22,17,59,34654
6839,20200102,Tilden,2020,1,2,8,24,18,0,34526
6840,20200103,Anthony Chabot Regional Park,2020,1,3,8,24,18,0,34610
6841,20200103,Briones,2020,1,3,8,24,18,0,34554
6842,20200103,Garin Regional Park,2020,1,3,8,23,18,0,34654
6843,20200103,Joseph D Grant County Park,2020,1,3,8,21,18,0,34749
6844,20200103,Mt Diablo StatePark,2020,1,3,8,23,17,59,34572
6845,20200103,Pleasanton Ridge Regional Park,2020,1,3,8,22,18,0,34660
6846,20200103,Sunol,2020,1,3,8,22,18,0,34695
6847,20200103,Tilden,2020,1,3,8,24,18,1,34567
6848,20200104,Anthony Chabot Regional Park,2020,1,4,8,24,18,1,34655
6849,20200104,Briones,2020,1,4,8,24,18,1,34599
6850,20200104,Garin Regional Park,2020,1,4,8,23,18,1,34698
6851,20200104,Joseph D Grant County Park,2020,1,4,8,21,18,1,34793
6852,20200104,Mt Diablo StatePark,2020,1,4,8,23,18,0,34618
6853,20200104,Pleasanton Ridge Regional Park,2020,1,4,8,22,18,1,34705
6854,20200104,Sunol,2020,1,4,8,22,18,1,34739
6855,20200104,Tilden,2020,1,4,8,25,18,1,34613
6856,20200105,Anthony Chabot Regional Park,2020,1,5,8,24,18,2,34704
6857,20200105,Briones,2020,1,5,8,24,18,2,34648
6858,20200105,Garin Regional Park,2020,1,5,8,23,18,2,34746
6859,20200105,Joseph D Grant County Park,2020,1,5,8,21,18,2,34841
6860,20200105,Mt Diablo StatePark,2020,1,5,8,23,18,1,34666
6861,20200105,Pleasanton Ridge Regional Park,2020,1,5,8,22,18,2,34753
6862,20200105,Sunol,2020,1,5,8,22,18,2,34787
6863,20200105,Tilden,2020,1,5,8,25,18,2,34661
6864,20200106,Anthony Chabot Regional Park,2020,1,6,8,24,18,3,34755
6865,20200106,Briones,2020,1,6,8,24,18,3,34700
6866,20200106,Garin Regional Park,2020,1,6,8,23,18,3,34798
6867,20200106,Joseph D Grant County Park,2020,1,6,8,21,18,2,34892
6868,20200106,Mt Diablo StatePark,2020,1,6,8,23,18,2,34718
6869,20200106,Pleasanton Ridge Regional Park,2020,1,6,8,22,18,2,34804
6870,20200106,Sunol,2020,1,6,8,22,18,3,34838
6871,20200106,Tilden,2020,1,6,8,25,18,3,34713
6872,20200107,Anthony Chabot Regional Park,2020,1,7,8,24,18,4,34810
6873,20200107,Briones,2020,1,7,8,24,18,4,34755
6874,20200107,Garin Regional Park,2020,1,7,8,23,18,4,34852
6875,20200107,Joseph D Grant County Park,2020,1,7,8,21,18,3,34946
6876,20200107,Mt Diablo StatePark,2020,1,7,8,23,18,3,34773
6877,20200107,Pleasanton Ridge Regional Park,2020,1,7,8,22,18,3,34859
6878,20200107,Sunol,2020,1,7,8,22,18,3,34893
6879,20200107,Tilden,2020,1,7,8,25,18,4,34768
6880,20200108,Anthony Chabot Regional Park,2020,1,8,8,24,18,5,34868
6881,20200108,Briones,2020,1,8,8,24,18,4,34813
6882,20200108,Garin Regional Park,2020,1,8,8,23,18,5,34910
6883,20200108,Joseph D Grant County Park,2020,1,8,8,21,18,4,35003
6884,20200108,Mt Diablo StatePark,2020,1,8,8,23,18,4,34832
6885,20200108,Pleasanton Ridge Regional Park,2020,1,8,8,22,18,4,34917
6886,20200108,Sunol,2020,1,8,8,22,18,4,34950
6887,20200108,Tilden,2020,1,8,8,25,18,5,34827
6888,20200109,Anthony Chabot Regional Park,2020,1,9,8,24,18,6,34930
6889,20200109,Briones,2020,1,9,8,24,18,5,34875
6890,20200109,Garin Regional Park,2020,1,9,8,23,18,6,34971
6891,20200109,Joseph D Grant County Park,2020,1,9,8,21,18,5,35063
6892,20200109,Mt Diablo StatePark,2020,1,9,8,23,18,5,34893
6893,20200109,Pleasanton Ridge Regional Park,2020,1,9,8,22,18,5,34978
6894,20200109,Sunol,2020,1,9,8,22,18,5,35011
6895,20200109,Tilden,2020,1,9,8,24,18,6,34888
6896,20200110,Anthony Chabot Regional Park,2020,1,10,8,23,18,7,34994
6897,20200110,Briones,2020,1,10,8,24,18,6,34940
6898,20200110,Garin Regional Park,2020,1,10,8,23,18,7,35035
6899,20200110,Joseph D Grant County Park,2020,1,10,8,21,18,6,35127
6900,20200110,Mt Diablo StatePark,2020,1,10,8,23,18,6,34958
6901,20200110,Pleasanton Ridge Regional Park,2020,1,10,8,22,18,6,35042
6902,20200110,Sunol,2020,1,10,8,22,18,6,35075
6903,20200110,Tilden,2020,1,10,8,24,18,7,34953
6904,20200111,Anthony Chabot Regional Park,2020,1,11,8,23,18,8,35061
6905,20200111,Briones,2020,1,11,8,24,18,7,35008
6906,20200111,Garin Regional Park,2020,1,11,8,23,18,8,35102
6907,20200111,Joseph D Grant County Park,2020,1,11,8,20,18,7,35193
6908,20200111,Mt Diablo StatePark,2020,1,11,8,23,18,7,35026
6909,20200111,Pleasanton Ridge Regional Park,2020,1,11,8,22,18,7,35109
6910,20200111,Sunol,2020,1,11,8,21,18,7,35142
6911,20200111,Tilden,2020,1,11,8,24,18,8,35021
6912,20200112,Anthony Chabot Regional Park,2020,1,12,8,23,18,9,35132
6913,20200112,Briones,2020,1,12,8,24,18,8,35079
6914,20200112,Garin Regional Park,2020,1,12,8,22,18,9,35173
6915,20200112,Joseph D Grant County Park,2020,1,12,8,20,18,8,35262
6916,20200112,Mt Diablo StatePark,2020,1,12,8,23,18,8,35097
6917,20200112,Pleasanton Ridge Regional Park,2020,1,12,8,22,18,8,35179
6918,20200112,Sunol,2020,1,12,8,21,18,8,35211
6919,20200112,Tilden,2020,1,12,8,24,18,9,35092
6920,20200113,Anthony Chabot Regional Park,2020,1,13,8,23,18,10,35205
6921,20200113,Briones,2020,1,13,8,23,18,9,35153
6922,20200113,Garin Regional Park,2020,1,13,8,22,18,10,35246
6923,20200113,Joseph D Grant County Park,2020,1,13,8,20,18,9,35334
6924,20200113,Mt Diablo StatePark,2020,1,13,8,22,18,9,35170
6925,20200113,Pleasanton Ridge Regional Park,2020,1,13,8,22,18,9,35252
6926,20200113,Sunol,2020,1,13,8,21,18,9,35284
6927,20200113,Tilden,2020,1,13,8,24,18,10,35165
6928,20200114,Anthony Chabot Regional Park,2020,1,14,8,23,18,11,35281
6929,20200114,Briones,2020,1,14,8,23,18,10,35229
6930,20200114,Garin Regional Park,2020,1,14,8,22,18,11,35321
6931,20200114,Joseph D Grant County Park,2020,1,14,8,20,18,10,35409
6932,20200114,Mt Diablo StatePark,2020,1,14,8,22,18,10,35247
6933,20200114,Pleasanton Ridge Regional Park,2020,1,14,8,21,18,10,35327
6934,20200114,Sunol,2020,1,14,8,21,18,10,35359
6935,20200114,Tilden,2020,1,14,8,23,18,11,35242
6936,20200115,Anthony Chabot Regional Park,2020,1,15,8,22,18,12,35361
6937,20200115,Briones,2020,1,15,8,23,18,11,35309
6938,20200115,Garin Regional Park,2020,1,15,8,22,18,12,35400
6939,20200115,Joseph D Grant County Park,2020,1,15,8,19,18,11,35487
6940,20200115,Mt Diablo StatePark,2020,1,15,8,22,18,11,35326
6941,20200115,Pleasanton Ridge Regional Park,2020,1,15,8,21,18,11,35406
6942,20200115,Sunol,2020,1,15,8,20,18,11,35438
6943,20200115,Tilden,2020,1,15,8,23,18,12,35322
6944,20200116,Anthony Chabot Regional Park,2020,1,16,8,22,18,13,35442
6945,20200116,Briones,2020,1,16,8,22,18,12,35391
6946,20200116,Garin Regional Park,2020,1,16,8,21,18,13,35481
6947,20200116,Joseph D Grant County Park,2020,1,16,8,19,18,12,35567
6948,20200116,Mt Diablo StatePark,2020,1,16,8,21,18,12,35408
6949,20200116,Pleasanton Ridge Regional Park,2020,1,16,8,21,18,12,35487
6950,20200116,Sunol,2020,1,16,8,20,18,12,35519
6951,20200116,Tilden,2020,1,16,8,23,18,13,35404
6952,20200117,Anthony Chabot Regional Park,2020,1,17,8,22,18,14,35527
6953,20200117,Briones,2020,1,17,8,22,18,13,35476
6954,20200117,Garin Regional Park,2020,1,17,8,21,18,14,35565
6955,20200117,Joseph D Grant County Park,2020,1,17,8,19,18,13,35651
6956,20200117,Mt Diablo StatePark,2020,1,17,8,21,18,13,35493
6957,20200117,Pleasanton Ridge Regional Park,2020,1,17,8,20,18,13,35571
6958,20200117,Sunol,2020,1,17,8,20,18,13,35602
6959,20200117,Tilden,2020,1,17,8,22,18,14,35489
6960,20200118,Anthony Chabot Regional Park,2020,1,18,8,21,18,15,35614
6961,20200118,Briones,2020,1,18,8,22,18,14,35564
6962,20200118,Garin Regional Park,2020,1,18,8,20,18,15,35652
6963,20200118,Joseph D Grant County Park,2020,1,18,8,18,18,14,35736
6964,20200118,Mt Diablo StatePark,2020,1,18,8,21,18,14,35581
6965,20200118,Pleasanton Ridge Regional Park,2020,1,18,8,20,18,14,35658
6966,20200118,Sunol,2020,1,18,8,19,18,14,35688
6967,20200118,Tilden,2020,1,18,8,22,18,15,35576
6968,20200119,Anthony Chabot Regional Park,2020,1,19,8,21,18,16,35704
6969,20200119,Briones,2020,1,19,8,21,18,15,35654
6970,20200119,Garin Regional Park,2020,1,19,8,20,18,16,35741
6971,20200119,Joseph D Grant County Park,2020,1,19,8,18,18,15,35824
6972,20200119,Mt Diablo StatePark,2020,1,19,8,20,18,15,35671
6973,20200119,Pleasanton Ridge Regional Park,2020,1,19,8,19,18,15,35747
6974,20200119,Sunol,2020,1,19,8,19,18,15,35777
6975,20200119,Tilden,2020,1,19,8,22,18,16,35666
6976,20200120,Anthony Chabot Regional Park,2020,1,20,8,20,18,17,35796
6977,20200120,Briones,2020,1,20,8,21,18,17,35747
6978,20200120,Garin Regional Park,2020,1,20,8,20,18,17,35833
6979,20200120,Joseph D Grant County Park,2020,1,20,8,18,18,16,35915
6980,20200120,Mt Diablo StatePark,2020,1,20,8,20,18,16,35763
6981,20200120,Pleasanton Ridge Regional Park,2020,1,20,8,19,18,16,35839
6982,20200120,Sunol,2020,1,20,8,18,18,16,35868
6983,20200120,Tilden,2020,1,20,8,21,18,17,35759
6984,20200121,Anthony Chabot Regional Park,2020,1,21,8,20,18,18,35890
6985,20200121,Briones,2020,1,21,8,20,18,18,35842
6986,20200121,Garin Regional Park,2020,1,21,8,19,18,18,35927
6987,20200121,Joseph D Grant County Park,2020,1,21,8,17,18,17,36008
6988,20200121,Mt Diablo StatePark,2020,1,21,8,19,18,17,35858
6989,20200121,Pleasanton Ridge Regional Park,2020,1,21,8,18,18,17,35933
6990,20200121,Sunol,2020,1,21,8,18,18,17,35962
6991,20200121,Tilden,2020,1,21,8,21,18,18,35854
6992,20200122,Anthony Chabot Regional Park,2020,1,22,8,19,18,19,35987
6993,20200122,Briones,2020,1,22,8,20,18,19,35940
6994,20200122,Garin Regional Park,2020,1,22,8,19,18,19,36023
6995,20200122,Joseph D Grant County Park,2020,1,22,8,17,18,18,36103
6996,20200122,Mt Diablo StatePark,2020,1,22,8,19,18,18,35956
6997,20200122,Pleasanton Ridge Regional Park,2020,1,22,8,18,18,18,36029
6998,20200122,Sunol,2020,1,22,8,17,18,18,36058
6999,20200122,Tilden,2020,1,22,8,20,18,19,35951
7000,20200123,Anthony Chabot Regional Park,2020,1,23,8,19,18,20,36087
7001,20200123,Briones,2020,1,23,8,19,18,20,36040
7002,20200123,Garin Regional Park,2020,1,23,8,18,18,20,36122
7003,20200123,Joseph D Grant County Park,2020,1,23,8,16,18,19,36201
7004,20200123,Mt Diablo StatePark,2020,1,23,8,18,18,19,36055
7005,20200123,Pleasanton Ridge Regional Park,2020,1,23,8,17,18,20,36128
7006,20200123,Sunol,2020,1,23,8,17,18,20,36156
7007,20200123,Tilden,2020,1,23,8,19,18,20,36051
7008,20200124,Anthony Chabot Regional Park,2020,1,24,8,18,18,21,36188
7009,20200124,Briones,2020,1,24,8,19,18,21,36142
7010,20200124,Garin Regional Park,2020,1,24,8,17,18,21,36223
7011,20200124,Joseph D Grant County Park,2020,1,24,8,15,18,20,36301
7012,20200124,Mt Diablo StatePark,2020,1,24,8,18,18,20,36157
7013,20200124,Pleasanton Ridge Regional Park,2020,1,24,8,17,18,21,36229
7014,20200124,Sunol,2020,1,24,8,16,18,21,36257
7015,20200124,Tilden,2020,1,24,8,19,18,21,36153
7016,20200125,Anthony Chabot Regional Park,2020,1,25,8,17,18,22,36292
7017,20200125,Briones,2020,1,25,8,18,18,22,36246
7018,20200125,Garin Regional Park,2020,1,25,8,17,18,22,36326
7019,20200125,Joseph D Grant County Park,2020,1,25,8,15,18,22,36403
7020,20200125,Mt Diablo StatePark,2020,1,25,8,17,18,21,36261
7021,20200125,Pleasanton Ridge Regional Park,2020,1,25,8,16,18,22,36332
7022,20200125,Sunol,2020,1,25,8,16,18,22,36359
7023,20200125,Tilden,2020,1,25,8,18,18,23,36257
7024,20200126,Anthony Chabot Regional Park,2020,1,26,8,17,18,23,36397
7025,20200126,Briones,2020,1,26,8,17,18,23,36353
7026,20200126,Garin Regional Park,2020,1,26,8,16,18,23,36431
7027,20200126,Joseph D Grant County Park,2020,1,26,8,14,18,23,36507
7028,20200126,Mt Diablo StatePark,2020,1,26,8,16,18,22,36367
7029,20200126,Pleasanton Ridge Regional Park,2020,1,26,8,16,18,23,36437
7030,20200126,Sunol,2020,1,26,8,15,18,23,36464
7031,20200126,Tilden,2020,1,26,8,18,18,24,36364
7032,20200127,Anthony Chabot Regional Park,2020,1,27,8,16,18,25,36505
7033,20200127,Briones,2020,1,27,8,17,18,24,36461
7034,20200127,Garin Regional Park,2020,1,27,8,15,18,24,36539
7035,20200127,Joseph D Grant County Park,2020,1,27,8,13,18,24,36613
7036,20200127,Mt Diablo StatePark,2020,1,27,8,16,18,24,36476
7037,20200127,Pleasanton Ridge Regional Park,2020,1,27,8,15,18,24,36544
7038,20200127,Sunol,2020,1,27,8,14,18,24,36571
7039,20200127,Tilden,2020,1,27,8,17,18,25,36472
7040,20200128,Anthony Chabot Regional Park,2020,1,28,8,15,18,26,36615
7041,20200128,Briones,2020,1,28,8,16,18,25,36572
7042,20200128,Garin Regional Park,2020,1,28,8,15,18,26,36648
7043,20200128,Joseph D Grant County Park,2020,1,28,8,13,18,25,36721
7044,20200128,Mt Diablo StatePark,2020,1,28,8,15,18,25,36586
7045,20200128,Pleasanton Ridge Regional Park,2020,1,28,8,14,18,25,36653
7046,20200128,Sunol,2020,1,28,8,14,18,25,36679
7047,20200128,Tilden,2020,1,28,8,16,18,26,36582
7048,20200129,Anthony Chabot Regional Park,2020,1,29,8,15,18,27,36726
7049,20200129,Briones,2020,1,29,8,15,18,26,36684
7050,20200129,Garin Regional Park,2020,1,29,8,14,18,27,36759
7051,20200129,Joseph D Grant County Park,2020,1,29,8,12,18,26,36831
7052,20200129,Mt Diablo StatePark,2020,1,29,8,14,18,26,36698
7053,20200129,Pleasanton Ridge Regional Park,2020,1,29,8,13,18,26,36764
7054,20200129,Sunol,2020,1,29,8,13,18,26,36790
7055,20200129,Tilden,2020,1,29,8,15,18,27,36694
7056,20200130,Anthony Chabot Regional Park,2020,1,30,8,14,18,28,36840
7057,20200130,Briones,2020,1,30,8,14,18,28,36798
7058,20200130,Garin Regional Park,2020,1,30,8,13,18,28,36872
7059,20200130,Joseph D Grant County Park,2020,1,30,8,11,18,27,36942
7060,20200130,Mt Diablo StatePark,2020,1,30,8,13,18,27,36812
7061,20200130,Pleasanton Ridge Regional Park,2020,1,30,8,13,18,27,36877
7062,20200130,Sunol,2020,1,30,8,12,18,27,36902
7063,20200130,Tilden,2020,1,30,8,15,18,28,36808
7064,20200131,Anthony Chabot Regional Park,2020,1,31,8,13,18,29,36955
7065,20200131,Briones,2020,1,31,8,13,18,29,36914
7066,20200131,Garin Regional Park,2020,1,31,8,12,18,29,36986
7067,20200131,Joseph D Grant County Park,2020,1,31,8,11,18,28,37056
7068,20200131,Mt Diablo StatePark,2020,1,31,8,13,18,28,36928
7069,20200131,Pleasanton Ridge Regional Park,2020,1,31,8,12,18,28,36991
7070,20200131,Sunol,2020,1,31,8,11,18,28,37016
7071,20200131,Tilden,2020,1,31,8,14,18,29,36924
7072,20200201,Anthony Chabot Regional Park,2020,2,1,8,12,18,30,37072
7073,20200201,Briones,2020,2,1,8,13,18,30,37032
7074,20200201,Garin Regional Park,2020,2,1,8,12,18,30,37103
7075,20200201,Joseph D Grant County Park,2020,2,1,8,10,18,29,37171
7076,20200201,Mt Diablo StatePark,2020,2,1,8,12,18,29,37045
7077,20200201,Pleasanton Ridge Regional Park,2020,2,1,8,11,18,29,37107
7078,20200201,Sunol,2020,2,1,8,11,18,29,37132
7079,20200201,Tilden,2020,2,1,8,13,18,30,37041
7080,20200202,Anthony Chabot Regional Park,2020,2,2,8,11,18,31,37190
7081,20200202,Briones,2020,2,2,8,12,18,31,37151
7082,20200202,Garin Regional Park,2020,2,2,8,11,18,31,37221
7083,20200202,Joseph D Grant County Park,2020,2,2,8,9,18,30,37287
7084,20200202,Mt Diablo StatePark,2020,2,2,8,11,18,30,37164
7085,20200202,Pleasanton Ridge Regional Park,2020,2,2,8,10,18,31,37225
7086,20200202,Sunol,2020,2,2,8,10,18,31,37249
7087,20200202,Tilden,2020,2,2,8,12,18,31,37160
7088,20200203,Anthony Chabot Regional Park,2020,2,3,8,11,18,32,37310
7089,20200203,Briones,2020,2,3,8,11,18,32,37272
7090,20200203,Garin Regional Park,2020,2,3,8,10,18,32,37340
7091,20200203,Joseph D Grant County Park,2020,2,3,8,8,18,31,37405
7092,20200203,Mt Diablo StatePark,2020,2,3,8,10,18,31,37285
7093,20200203,Pleasanton Ridge Regional Park,2020,2,3,8,9,18,32,37345
7094,20200203,Sunol,2020,2,3,8,9,18,32,37368
7095,20200203,Tilden,2020,2,3,8,11,18,33,37281
7096,20200204,Anthony Chabot Regional Park,2020,2,4,8,10,18,33,37432
7097,20200204,Briones,2020,2,4,8,10,18,33,37394
7098,20200204,Garin Regional Park,2020,2,4,8,9,18,33,37461
7099,20200204,Joseph D Grant County Park,2020,2,4,8,7,18,33,37525
7100,20200204,Mt Diablo StatePark,2020,2,4,8,9,18,33,37407
7101,20200204,Pleasanton Ridge Regional Park,2020,2,4,8,8,18,33,37465
7102,20200204,Sunol,2020,2,4,8,8,18,33,37489
7103,20200204,Tilden,2020,2,4,8,10,18,34,37403
7104,20200205,Anthony Chabot Regional Park,2020,2,5,8,9,18,35,37555
7105,20200205,Briones,2020,2,5,8,9,18,34,37518
7106,20200205,Garin Regional Park,2020,2,5,8,8,18,34,37584
7107,20200205,Joseph D Grant County Park,2020,2,5,8,6,18,34,37646
7108,20200205,Mt Diablo StatePark,2020,2,5,8,8,18,34,37530
7109,20200205,Pleasanton Ridge Regional Park,2020,2,5,8,7,18,34,37588
7110,20200205,Sunol,2020,2,5,8,7,18,34,37611
7111,20200205,Tilden,2020,2,5,8,9,18,35,37527
7112,20200206,Anthony Chabot Regional Park,2020,2,6,8,8,18,36,37680
7113,20200206,Briones,2020,2,6,8,8,18,35,37643
7114,20200206,Garin Regional Park,2020,2,6,8,7,18,36,37707
7115,20200206,Joseph D Grant County Park,2020,2,6,8,5,18,35,37769
7116,20200206,Mt Diablo StatePark,2020,2,6,8,7,18,35,37655
7117,20200206,Pleasanton Ridge Regional Park,2020,2,6,8,6,18,35,37712
7118,20200206,Sunol,2020,2,6,8,6,18,35,37734
7119,20200206,Tilden,2020,2,6,8,8,18,36,37652
7120,20200207,Anthony Chabot Regional Park,2020,2,7,8,7,18,37,37805
7121,20200207,Briones,2020,2,7,8,7,18,37,37770
7122,20200207,Garin Regional Park,2020,2,7,8,6,18,37,37833
7123,20200207,Joseph D Grant County Park,2020,2,7,8,4,18,36,37893
7124,20200207,Mt Diablo StatePark,2020,2,7,8,6,18,36,37782
7125,20200207,Pleasanton Ridge Regional Park,2020,2,7,8,6,18,36,37837
7126,20200207,Sunol,2020,2,7,8,5,18,36,37859
7127,20200207,Tilden,2020,2,7,8,7,18,37,37778
7128,20200208,Anthony Chabot Regional Park,2020,2,8,8,6,18,38,37932
7129,20200208,Briones,2020,2,8,8,6,18,38,37898
7130,20200208,Garin Regional Park,2020,2,8,8,5,18,38,37959
7131,20200208,Joseph D Grant County Park,2020,2,8,8,3,18,37,38018
7132,20200208,Mt Diablo StatePark,2020,2,8,8,5,18,37,37909
7133,20200208,Pleasanton Ridge Regional Park,2020,2,8,8,5,18,37,37963
7134,20200208,Sunol,2020,2,8,8,4,18,37,37984
7135,20200208,Tilden,2020,2,8,8,6,18,38,37906
7136,20200209,Anthony Chabot Regional Park,2020,2,9,8,5,18,39,38061
7137,20200209,Briones,2020,2,9,8,5,18,39,38027
7138,20200209,Garin Regional Park,2020,2,9,8,4,18,39,38087
7139,20200209,Joseph D Grant County Park,2020,2,9,8,2,18,38,38144
7140,20200209,Mt Diablo StatePark,2020,2,9,8,4,18,38,38038
7141,20200209,Pleasanton Ridge Regional Park,2020,2,9,8,3,18,38,38091
7142,20200209,Sunol,2020,2,9,8,3,18,38,38111
7143,20200209,Tilden,2020,2,9,8,5,18,39,38035
7144,20200210,Anthony Chabot Regional Park,2020,2,10,8,4,18,40,38190
7145,20200210,Briones,2020,2,10,8,4,18,40,38157
7146,20200210,Garin Regional Park,2020,2,10,8,3,18,40,38216
7147,20200210,Joseph D Grant County Park,2020,2,10,8,1,18,39,38271
7148,20200210,Mt Diablo StatePark,2020,2,10,8,3,18,39,38168
7149,20200210,Pleasanton Ridge Regional Park,2020,2,10,8,2,18,39,38219
7150,20200210,Sunol,2020,2,10,8,2,18,39,38240
7151,20200210,Tilden,2020,2,10,8,4,18,40,38165
7152,20200211,Anthony Chabot Regional Park,2020,2,11,8,3,18,41,38321
7153,20200211,Briones,2020,2,11,8,3,18,41,38289
7154,20200211,Garin Regional Park,2020,2,11,8,2,18,41,38346
7155,20200211,Joseph D Grant County Park,2020,2,11,8,0,18,40,38400
7156,20200211,Mt Diablo StatePark,2020,2,11,8,2,18,40,38299
7157,20200211,Pleasanton Ridge Regional Park,2020,2,11,8,1,18,41,38349
7158,20200211,Sunol,2020,2,11,8,1,18,40,38369
7159,20200211,Tilden,2020,2,11,8,3,18,42,38296
7160,20200212,Anthony Chabot Regional Park,2020,2,12,8,1,18,42,38453
7161,20200212,Briones,2020,2,12,8,2,18,42,38421
7162,20200212,Garin Regional Park,2020,2,12,8,1,18,42,38477
7163,20200212,Joseph D Grant County Park,2020,2,12,7,59,18,41,38530
7164,20200212,Mt Diablo StatePark,2020,2,12,8,1,18,41,38432
7165,20200212,Pleasanton Ridge Regional Park,2020,2,12,8,0,18,42,38480
7166,20200212,Sunol,2020,2,12,8,0,18,42,38500
7167,20200212,Tilden,2020,2,12,8,2,18,43,38429
7168,20200213,Anthony Chabot Regional Park,2020,2,13,8,0,18,43,38585
7169,20200213,Briones,2020,2,13,8,1,18,43,38555
7170,20200213,Garin Regional Park,2020,2,13,8,0,18,43,38609
7171,20200213,Joseph D Grant County Park,2020,2,13,7,58,18,42,38660
7172,20200213,Mt Diablo StatePark,2020,2,13,8,0,18,42,38565
7173,20200213,Pleasanton Ridge Regional Park,2020,2,13,7,59,18,43,38612
7174,20200213,Sunol,2020,2,13,7,59,18,43,38631
7175,20200213,Tilden,2020,2,13,8,1,18,44,38562
7176,20200214,Anthony Chabot Regional Park,2020,2,14,7,59,18,45,38719
7177,20200214,Briones,2020,2,14,8,0,18,44,38689
7178,20200214,Garin Regional Park,2020,2,14,7,59,18,44,38742
7179,20200214,Joseph D Grant County Park,2020,2,14,7,57,18,43,38792
7180,20200214,Mt Diablo StatePark,2020,2,14,7,59,18,44,38699
7181,20200214,Pleasanton Ridge Regional Park,2020,2,14,7,58,18,44,38745
7182,20200214,Sunol,2020,2,14,7,58,18,44,38763
7183,20200214,Tilden,2020,2,14,8,0,18,45,38696
7184,20200215,Anthony Chabot Regional Park,2020,2,15,7,58,18,46,38854
7185,20200215,Briones,2020,2,15,7,58,18,45,38825
7186,20200215,Garin Regional Park,2020,2,15,7,57,18,45,38876
7187,20200215,Joseph D Grant County Park,2020,2,15,7,56,18,44,38925
7188,20200215,Mt Diablo StatePark,2020,2,15,7,57,18,45,38834
7189,20200215,Pleasanton Ridge Regional Park,2020,2,15,7,57,18,45,38879
7190,20200215,Sunol,2020,2,15,7,57,18,45,38897
7191,20200215,Tilden,2020,2,15,7,59,18,46,38832
7192,20200216,Anthony Chabot Regional Park,2020,2,16,7,57,18,47,38989
7193,20200216,Briones,2020,2,16,7,57,18,47,38961
7194,20200216,Garin Regional Park,2020,2,16,7,56,18,46,39011
7195,20200216,Joseph D Grant County Park,2020,2,16,7,55,18,46,39058
7196,20200216,Mt Diablo StatePark,2020,2,16,7,56,18,46,38970
7197,20200216,Pleasanton Ridge Regional Park,2020,2,16,7,56,18,46,39014
7198,20200216,Sunol,2020,2,16,7,55,18,46,39031
7199,20200216,Tilden,2020,2,16,7,58,18,47,38968
7200,20200217,Anthony Chabot Regional Park,2020,2,17,7,56,18,48,39126
7201,20200217,Briones,2020,2,17,7,56,18,48,39099
7202,20200217,Garin Regional Park,2020,2,17,7,55,18,48,39146
7203,20200217,Joseph D Grant County Park,2020,2,17,7,53,18,47,39192
7204,20200217,Mt Diablo StatePark,2020,2,17,7,55,18,47,39108
7205,20200217,Pleasanton Ridge Regional Park,2020,2,17,7,55,18,47,39150
7206,20200217,Sunol,2020,2,17,7,54,18,47,39166
7207,20200217,Tilden,2020,2,17,7,56,18,48,39105
7208,20200218,Anthony Chabot Regional Park,2020,2,18,7,54,18,49,39263
7209,20200218,Briones,2020,2,18,7,55,18,49,39237
7210,20200218,Garin Regional Park,2020,2,18,7,54,18,49,39283
7211,20200218,Joseph D Grant County Park,2020,2,18,7,52,18,48,39328
7212,20200218,Mt Diablo StatePark,2020,2,18,7,54,18,48,39245
7213,20200218,Pleasanton Ridge Regional Park,2020,2,18,7,53,18,48,39286
7214,20200218,Sunol,2020,2,18,7,53,18,48,39302
7215,20200218,Tilden,2020,2,18,7,55,18,49,39243
7216,20200219,Anthony Chabot Regional Park,2020,2,19,7,53,18,50,39401
7217,20200219,Briones,2020,2,19,7,53,18,50,39376
7218,20200219,Garin Regional Park,2020,2,19,7,53,18,50,39420
7219,20200219,Joseph D Grant County Park,2020,2,19,7,51,18,49,39463
7220,20200219,Mt Diablo StatePark,2020,2,19,7,53,18,49,39384
7221,20200219,Pleasanton Ridge Regional Park,2020,2,19,7,52,18,49,39423
7222,20200219,Sunol,2020,2,19,7,52,18,49,39439
7223,20200219,Tilden,2020,2,19,7,54,18,50,39382
7224,20200220,Anthony Chabot Regional Park,2020,2,20,7,52,18,51,39540
7225,20200220,Briones,2020,2,20,7,52,18,51,39515
7226,20200220,Garin Regional Park,2020,2,20,7,51,18,51,39559
7227,20200220,Joseph D Grant County Park,2020,2,20,7,50,18,50,39600
7228,20200220,Mt Diablo StatePark,2020,2,20,7,51,18,50,39523
7229,20200220,Pleasanton Ridge Regional Park,2020,2,20,7,51,18,50,39561
7230,20200220,Sunol,2020,2,20,7,50,18,50,39577
7231,20200220,Tilden,2020,2,20,7,53,18,51,39521
7232,20200221,Anthony Chabot Regional Park,2020,2,21,7,51,18,52,39679
7233,20200221,Briones,2020,2,21,7,51,18,52,39656
7234,20200221,Garin Regional Park,2020,2,21,7,50,18,52,39697
7235,20200221,Joseph D Grant County Park,2020,2,21,7,48,18,51,39737
