id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,quality_grade,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,geoprivacy,place_town_name,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_genus_name,taxon_species_name
5697744,Fri Apr 14 2017 13:24:52 GMT-0700 (PDT),2017-04-14,2017-04-14 20:24:52 UTC,Pacific Time (US & Canada),438977,research,https://www.inaturalist.org/observations/5697744,https://static.inaturalist.org/photos/7057860/medium.jpg,,2,0,false,"Morgan Territory Regional Park, Brentwood, CA, US",37.832218697,-121.7879918586,5,,,Contra Costa,Dipterostemon capitatus,Dipterostemon capitatus,Blue Dicks,Plantae,1196784,Dipterostemon,Dipterostemon capitatus
5708533,Fri Apr 14 2017 14:48:17 GMT-0700 (PDT),2017-04-14,2017-04-14 21:48:17 UTC,Pacific Time (US & Canada),438977,research,https://www.inaturalist.org/observations/5708533,https://static.inaturalist.org/photos/7075952/medium.jpg,,2,0,false,"Morgan Territory Regional Park, Brentwood, CA, US",37.8307761044,-121.7992701729,971,,,Contra Costa,Wavy-leafed Soap Plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597,Chlorogalum,Chlorogalum pomeridianum
6269596,Sat Apr 29 2017 11:12:19 GMT-0700 (PDT),2017-04-29,2017-04-29 18:12:19 UTC,Pacific Time (US & Canada),378993,research,https://www.inaturalist.org/observations/6269596,https://static.inaturalist.org/photos/7887118/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Brentwood, CA, US",37.8260139,-121.7939705476,98,,,Contra Costa,Fremont's Deathcamas,Toxicoscordion fremontii,Common star lily,Plantae,49649,Toxicoscordion,Toxicoscordion fremontii
6487785,2017/06/03 9:31 AM PDT,2017-06-03,2017-06-03 16:31:00 UTC,Pacific Time (US & Canada),28,research,https://www.inaturalist.org/observations/6487785,https://inaturalist-open-data.s3.amazonaws.com/photos/8206909/medium.jpg,,3,0,false,"Contra Costa County, CA, USA",37.8199733333,-121.7949416667,,,,Contra Costa,Blow Wives,Achyrachaena mollis,Blow Wives,Plantae,56852,Achyrachaena,Achyrachaena mollis
6487793,2017/06/03 9:38 AM PDT,2017-06-03,2017-06-03 16:38:00 UTC,Pacific Time (US & Canada),28,research,https://www.inaturalist.org/observations/6487793,https://inaturalist-open-data.s3.amazonaws.com/photos/8206924/medium.jpg,,3,0,false,"Morgan Territory Regional Preserve, Contra Costa, California, United States",37.8205716667,-121.794525,,,,Contra Costa,Salsify,Tragopogon porrifolius,purple salsify,Plantae,54141,Tragopogon,Tragopogon porrifolius
6487797,2017/06/03 9:43 AM PDT,2017-06-03,2017-06-03 16:43:00 UTC,Pacific Time (US & Canada),28,research,https://www.inaturalist.org/observations/6487797,https://inaturalist-open-data.s3.amazonaws.com/photos/8206933/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa, California, United States",37.82047,-121.7947233333,,,,Contra Costa,Valley Oak,Quercus lobata,valley oak,Plantae,49011,Quercus,Quercus lobata
6487979,2017/06/03 10:36 AM PDT,2017-06-03,2017-06-03 17:36:00 UTC,Pacific Time (US & Canada),28,research,https://www.inaturalist.org/observations/6487979,https://inaturalist-open-data.s3.amazonaws.com/photos/8207302/medium.jpg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa, California, United States",37.8232083333,-121.7857633333,,,,Contra Costa,California Buckeye,Aesculus californica,California buckeye,Plantae,53348,Aesculus,Aesculus californica
6489822,2017/06/03 12:27 PM PDT,2017-06-03,2017-06-03 19:27:00 UTC,Pacific Time (US & Canada),28,research,https://www.inaturalist.org/observations/6489822,https://inaturalist-open-data.s3.amazonaws.com/photos/8210428/medium.jpg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa, California, United States",37.820595,-121.79461,,,,Contra Costa,white brodiaea,Triteleia hyacinthina,white brodiaea,Plantae,57132,Triteleia,Triteleia hyacinthina
9736129,2018/02/04 11:52 AM PST,2018-02-04,2018-02-04 19:52:00 UTC,Pacific Time (US & Canada),29310,research,https://www.inaturalist.org/observations/9736129,https://inaturalist-open-data.s3.amazonaws.com/photos/13323833/medium.jpg,,2,0,false,"Contra Costa County, CA, USA",37.823032,-121.795209,,,,Contra Costa,milkmaids,Cardamine californica,milkmaids,Plantae,49651,Cardamine,Cardamine californica
9736131,2018/02/04 12:18 PM PST,2018-02-04,2018-02-04 20:18:00 UTC,Pacific Time (US & Canada),29310,research,https://www.inaturalist.org/observations/9736131,https://inaturalist-open-data.s3.amazonaws.com/photos/13323839/medium.jpg,,1,0,false,"Contra Costa County, CA, USA",37.830144,-121.801694,,,,Contra Costa,California bay,Umbellularia californica,California bay,Plantae,48807,Umbellularia,Umbellularia californica
9929928,Sat Feb 17 2018 11:00:02 GMT-0800 (PST),2018-02-17,2018-02-17 19:00:02 UTC,Pacific Time (US & Canada),679313,research,https://www.inaturalist.org/observations/9929928,https://static.inaturalist.org/photos/13625755/medium.jpg,First of many! ,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8241267614,-121.7926555073,151,,,Contra Costa,Henderson's shooting star,Primula hendersonii,Henderson's shooting star,Plantae,487175,Primula,Primula hendersonii
9983799,2018-02-24 12:25:41 PM PST,2018-02-24,2018-02-24 20:25:41 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983799,https://inaturalist-open-data.s3.amazonaws.com/photos/13721541/medium.jpeg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.82505094,-121.79591476,8,,,Contra Costa,Henderson's shooting star,Primula hendersonii,Henderson's shooting star,Plantae,487175,Primula,Primula hendersonii
9983846,2018-02-24 12:46:56 PM PST,2018-02-24,2018-02-24 20:46:56 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983846,https://inaturalist-open-data.s3.amazonaws.com/photos/13721613/medium.jpeg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.82869525,-121.79996865,10,,,Contra Costa,Henderson's shooting star,Primula hendersonii,Henderson's shooting star,Plantae,487175,Primula,Primula hendersonii
9983862,2018-02-24 1:31:03 PM PST,2018-02-24,2018-02-24 21:31:03 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983862,https://inaturalist-open-data.s3.amazonaws.com/photos/13721633/medium.jpeg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.83901839,-121.80366134,5,,,Contra Costa,Redmaids,Calandrinia menziesii,redmaids,Plantae,400267,Calandrinia,Calandrinia menziesii
9983866,2018-02-24 1:57:11 PM PST,2018-02-24,2018-02-24 21:57:11 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983866,https://inaturalist-open-data.s3.amazonaws.com/photos/13721638/medium.jpeg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.85153054,-121.80334658,3,,,Contra Costa,California bay,Umbellularia californica,California bay,Plantae,48807,Umbellularia,Umbellularia californica
9983882,2018-02-24 1:58:33 PM PST,2018-02-24,2018-02-24 21:58:33 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983882,https://inaturalist-open-data.s3.amazonaws.com/photos/13721640/medium.jpeg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.85135756,-121.80286761,3,,,Contra Costa,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Blennosperma,Blennosperma nanum
9983904,2018-02-24 2:17:09 PM PST,2018-02-24,2018-02-24 22:17:09 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983904,https://inaturalist-open-data.s3.amazonaws.com/photos/13721666/medium.jpeg,,1,0,false,"Clayton, CA 94517, USA",37.8484573364,-121.7998275757,,,,Contra Costa,California Golden Violet,Viola pedunculata,California Golden Violet,Plantae,50825,Viola,Viola pedunculata
9983907,2018-02-24 2:22:07 PM PST,2018-02-24,2018-02-24 22:22:07 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983907,https://inaturalist-open-data.s3.amazonaws.com/photos/13721686/medium.jpeg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.84659942,-121.79921784,6,,,Contra Costa,Henderson's shooting star,Primula hendersonii,Henderson's shooting star,Plantae,487175,Primula,Primula hendersonii
9983910,2018-02-24 2:27:41 PM PST,2018-02-24,2018-02-24 22:27:41 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983910,https://inaturalist-open-data.s3.amazonaws.com/photos/13721691/medium.jpeg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.84409589,-121.7997122,3,,,Contra Costa,Common Manzanita,Arctostaphylos manzanita,Common Manzanita,Plantae,55137,Arctostaphylos,Arctostaphylos manzanita
9983916,2018-02-24 2:30:54 PM PST,2018-02-24,2018-02-24 22:30:54 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983916,https://inaturalist-open-data.s3.amazonaws.com/photos/13721713/medium.jpeg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.84241836,-121.79960109,4,,,Contra Costa,Redmaids,Calandrinia menziesii,redmaids,Plantae,400267,Calandrinia,Calandrinia menziesii
9983921,2018-02-24 3:10:55 PM PST,2018-02-24,2018-02-24 23:10:55 UTC,Pacific Time (US & Canada),1,research,https://www.inaturalist.org/observations/9983921,https://inaturalist-open-data.s3.amazonaws.com/photos/13721720/medium.jpeg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.82801735,-121.78944283,3,,,Contra Costa,Johnnytuck,Triphysaria eriantha,Johnnytuck,Plantae,50792,Triphysaria,Triphysaria eriantha
10433627,2018/03/12 11:10 AM PDT,2018-03-12,2018-03-12 18:10:00 UTC,Pacific Time (US & Canada),947,research,https://www.inaturalist.org/observations/10433627,https://static.inaturalist.org/photos/14497418/medium.jpeg,,1,0,false,Mount Diablo,37.8333782584,-121.8265342712,244,,,Contra Costa,Pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928,Lysimachia,Lysimachia arvensis
10912404,Sat Apr 14 2018 10:25:51 GMT-0700 (PDT),2018-04-14,2018-04-14 17:25:51 UTC,Pacific Time (US & Canada),787224,research,https://www.inaturalist.org/observations/10912404,https://static.inaturalist.org/photos/15346306/medium.jpg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8230732354,-121.7953692657,20,,,Contra Costa,Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080,Toxicodendron,Toxicodendron diversilobum
10914679,Sat Apr 14 2018 10:27:26 GMT-0700 (PDT),2018-04-14,2018-04-14 17:27:26 UTC,Pacific Time (US & Canada),787224,research,https://www.inaturalist.org/observations/10914679,https://static.inaturalist.org/photos/15346366/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8231532406,-121.795463143,20,,,Contra Costa,Common Manzanita,Arctostaphylos manzanita,Common Manzanita,Plantae,55137,Arctostaphylos,Arctostaphylos manzanita
12079824,2018/05/01 1:18 PM PDT,2018-05-01,2018-05-01 20:18:00 UTC,Pacific Time (US & Canada),448304,research,https://www.inaturalist.org/observations/12079824,https://inaturalist-open-data.s3.amazonaws.com/photos/17323081/medium.jpeg,,3,0,false,"Contra Costa County, CA, USA",37.8299209808,-121.7960644206,635,,,Contra Costa,Blow Wives,Achyrachaena mollis,Blow Wives,Plantae,56852,Achyrachaena,Achyrachaena mollis
12079826,2018/05/01 1:28 PM PDT,2018-05-01,2018-05-01 20:28:00 UTC,Pacific Time (US & Canada),448304,research,https://www.inaturalist.org/observations/12079826,https://inaturalist-open-data.s3.amazonaws.com/photos/17323217/medium.jpeg,,2,0,false,"Contra Costa County, CA, USA",37.8315140552,-121.7950773153,408,,,Contra Costa,Douglas' silverpuffs,Microseris douglasii,Douglas' silverpuffs,Plantae,56976,Microseris,Microseris douglasii
12079827,2018/05/01 1:37 PM PDT,2018-05-01,2018-05-01 20:37:00 UTC,Pacific Time (US & Canada),448304,research,https://www.inaturalist.org/observations/12079827,https://inaturalist-open-data.s3.amazonaws.com/photos/17323466/medium.jpeg,,1,0,false,"Contra Costa County, CA, USA",37.8305310631,-121.7943477711,757,,,Contra Costa,Subterranean Clover,Trifolium subterraneum,Subterranean Clover,Plantae,60201,Trifolium,Trifolium subterraneum
12079828,2018/05/01 1:42 PM PDT,2018-05-01,2018-05-01 20:42:00 UTC,Pacific Time (US & Canada),448304,research,https://www.inaturalist.org/observations/12079828,https://inaturalist-open-data.s3.amazonaws.com/photos/17323525/medium.jpeg,,1,0,false,"Contra Costa County, CA, USA",37.8324292387,-121.7946910596,680,,,Contra Costa,Fremont's Deathcamas,Toxicoscordion fremontii,Common star lily,Plantae,49649,Toxicoscordion,Toxicoscordion fremontii
12079831,2018/05/01 1:50 PM PDT,2018-05-01,2018-05-01 20:50:00 UTC,Pacific Time (US & Canada),448304,research,https://www.inaturalist.org/observations/12079831,https://inaturalist-open-data.s3.amazonaws.com/photos/17323788/medium.jpeg,,1,0,false,"Contra Costa County, CA, USA",37.8288360693,-121.7944335805,604,,,Contra Costa,jeweled onion,Allium serra,jeweled onion,Plantae,59784,Allium,Allium serra
12079833,2018/05/01 2:04 PM PDT,2018-05-01,2018-05-01 21:04:00 UTC,Pacific Time (US & Canada),448304,research,https://www.inaturalist.org/observations/12079833,https://inaturalist-open-data.s3.amazonaws.com/photos/17324020/medium.jpeg,,2,0,false,"Contra Costa County, CA, USA",37.8259210864,-121.7944335956,401,,,Contra Costa,Ithuriel's Spear,Triteleia laxa,Ithuriel's Spear,Plantae,51085,Triteleia,Triteleia laxa
12211215,Sun May 06 2018 09:55:09 GMT-0700 (PDT),2018-05-06,2018-05-06 16:55:09 UTC,Pacific Time (US & Canada),682395,research,https://www.inaturalist.org/observations/12211215,https://static.inaturalist.org/photos/17544068/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8232860053,-121.7953557228,8,,,Contra Costa,California buttercup,Ranunculus californicus,California buttercup,Plantae,52173,Ranunculus,Ranunculus californicus
12211227,Sun May 06 2018 09:57:02 GMT-0700 (PDT),2018-05-06,2018-05-06 16:57:02 UTC,Pacific Time (US & Canada),682395,research,https://www.inaturalist.org/observations/12211227,https://static.inaturalist.org/photos/17544090/medium.jpg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8234258029,-121.7955783407,6,,,Contra Costa,Ithuriel's Spear,Triteleia laxa,Ithuriel's Spear,Plantae,51085,Triteleia,Triteleia laxa
12211239,Sun May 06 2018 09:58:40 GMT-0700 (PDT),2018-05-06,2018-05-06 16:58:40 UTC,Pacific Time (US & Canada),682395,research,https://www.inaturalist.org/observations/12211239,https://static.inaturalist.org/photos/17544109/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8235273341,-121.7956955279,8,,,Contra Costa,Purple Chinese Houses,Collinsia heterophylla,Purple Chinese Houses,Plantae,47325,Collinsia,Collinsia heterophylla
12211253,Sun May 06 2018 10:13:38 GMT-0700 (PDT),2018-05-06,2018-05-06 17:13:38 UTC,Pacific Time (US & Canada),682395,research,https://www.inaturalist.org/observations/12211253,https://static.inaturalist.org/photos/17544122/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8260735204,-121.7966390712,8,,,Contra Costa,Ookow,Dichelostemma congestum,Ookow,Plantae,56593,Dichelostemma,Dichelostemma congestum
12211268,Sun May 06 2018 10:28:42 GMT-0700 (PDT),2018-05-06,2018-05-06 17:28:42 UTC,Pacific Time (US & Canada),682395,research,https://www.inaturalist.org/observations/12211268,https://static.inaturalist.org/photos/17544139/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8291709784,-121.8005134154,8,,,Contra Costa,Purple Sanicle,Sanicula bipinnatifida,Purple Sanicle,Plantae,56840,Sanicula,Sanicula bipinnatifida
12211285,Sun May 06 2018 10:46:14 GMT-0700 (PDT),2018-05-06,2018-05-06 17:46:14 UTC,Pacific Time (US & Canada),682395,research,https://www.inaturalist.org/observations/12211285,https://static.inaturalist.org/photos/17544156/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8342158633,-121.8035135053,8,,,Contra Costa,Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090,Erodium,Erodium botrys
12211288,Sun May 06 2018 10:46:31 GMT-0700 (PDT),2018-05-06,2018-05-06 17:46:31 UTC,Pacific Time (US & Canada),682395,research,https://www.inaturalist.org/observations/12211288,https://static.inaturalist.org/photos/17544168/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.8342694002,-121.8035479709,8,,,Contra Costa,Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090,Erodium,Erodium botrys
12223153,Sun May 06 2018 15:42:48 GMT-0700 (PDT),2018-05-06,2018-05-06 22:42:48 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223153,https://static.inaturalist.org/photos/17564976/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.823893767,-121.7934940325,55,,,Contra Costa,western rush,Juncus occidentalis,western rush,Plantae,61826,Juncus,Juncus occidentalis
12223342,Sun May 06 2018 14:37:51 GMT-0700 (PDT),2018-05-06,2018-05-06 21:37:51 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223342,https://static.inaturalist.org/photos/17565262/medium.jpg,,2,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8262328426,-121.792511099,196,,,Contra Costa,Mediterranean lineseed,Bellardia trixago,Mediterranean lineseed,Plantae,51286,Bellardia,Bellardia trixago
12223380,Sun May 06 2018 14:21:53 GMT-0700 (PDT),2018-05-06,2018-05-06 21:21:53 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223380,https://static.inaturalist.org/photos/17565325/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8283060359,-121.7894107974,200,,,Contra Costa,Johnnytuck,Triphysaria eriantha,Johnnytuck,Plantae,50792,Triphysaria,Triphysaria eriantha
12223455,Sun May 06 2018 13:39:36 GMT-0700 (PDT),2018-05-06,2018-05-06 20:39:36 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223455,https://static.inaturalist.org/photos/17565410/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.824401848,-121.7899424661,195,,,Contra Costa,purple owl's-clover,Castilleja exserta,purple owl's-clover,Plantae,49343,Castilleja,Castilleja exserta
12223495,Sun May 06 2018 13:23:41 GMT-0700 (PDT),2018-05-06,2018-05-06 20:23:41 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223495,https://static.inaturalist.org/photos/17565485/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8300698801,-121.7888962855,435,,,Contra Costa,Silver Lupine,Lupinus albifrons,Silver Lupine,Plantae,51691,Lupinus,Lupinus albifrons
12223573,Sun May 06 2018 13:37:26 GMT-0700 (PDT),2018-05-06,2018-05-06 20:37:26 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223573,https://static.inaturalist.org/photos/17565630/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8311220129,-121.7907084669,264,,,Contra Costa,royal larkspur,Delphinium variegatum,royal larkspur,Plantae,50632,Delphinium,Delphinium variegatum
12223604,Sun May 06 2018 13:21:00 GMT-0700 (PDT),2018-05-06,2018-05-06 20:21:00 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223604,https://static.inaturalist.org/photos/17565693/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8250904056,-121.7926780089,467,,,Contra Costa,Winecup Clarkia,Clarkia purpurea,Winecup Clarkia,Plantae,51087,Clarkia,Clarkia purpurea
12223632,Sun May 06 2018 13:19:17 GMT-0700 (PDT),2018-05-06,2018-05-06 20:19:17 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223632,https://static.inaturalist.org/photos/17565759/medium.jpg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa County, US-CA, US",37.827457413,-121.7918739913,795,,,Contra Costa,Ithuriel's Spear,Triteleia laxa,Ithuriel's Spear,Plantae,51085,Triteleia,Triteleia laxa
12223675,Sun May 06 2018 13:18:23 GMT-0700 (PDT),2018-05-06,2018-05-06 20:18:23 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223675,https://static.inaturalist.org/photos/17565807/medium.jpg,,3,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8284020062,-121.7890509053,265,,,Contra Costa,Blow Wives,Achyrachaena mollis,Blow Wives,Plantae,56852,Achyrachaena,Achyrachaena mollis
12223722,Sun May 06 2018 13:17:06 GMT-0700 (PDT),2018-05-06,2018-05-06 20:17:06 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223722,https://static.inaturalist.org/photos/17565859/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8254564118,-121.7926762801,269,,,Contra Costa,Rose Clover,Trifolium hirtum,Rose Clover,Plantae,57078,Trifolium,Trifolium hirtum
12223770,Sun May 06 2018 13:15:47 GMT-0700 (PDT),2018-05-06,2018-05-06 20:15:47 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223770,https://static.inaturalist.org/photos/17565896/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8277284687,-121.7893968386,318,,,Contra Costa,Bulbous Meadow-grass,Poa bulbosa,Bulbous Bluegrass,Plantae,58382,Poa,Poa bulbosa
12223812,Sun May 06 2018 13:15:23 GMT-0700 (PDT),2018-05-06,2018-05-06 20:15:23 UTC,Pacific Time (US & Canada),918434,research,https://www.inaturalist.org/observations/12223812,https://static.inaturalist.org/photos/17565946/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8308878414,-121.7917494902,678,,,Contra Costa,California goldfields,Lasthenia californica,California goldfields,Plantae,50987,Lasthenia,Lasthenia californica
12615424,Sat May 19 2018 11:01:31 GMT-0700 (PDT),2018-05-19,2018-05-19 18:01:31 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12615424,https://inaturalist-open-data.s3.amazonaws.com/photos/18242481/medium.jpg,,2,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8190916667,-121.795145,5,,,Contra Costa,Blow Wives,Achyrachaena mollis,Blow Wives,Plantae,56852,Achyrachaena,Achyrachaena mollis
12615435,Sat May 19 2018 12:31:16 GMT-0700 (PDT),2018-05-19,2018-05-19 19:31:16 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12615435,https://inaturalist-open-data.s3.amazonaws.com/photos/18242516/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Pleasanton, CA, US",37.8385416667,-121.803855,5,,,Contra Costa,California buckeye,Aesculus californica,California buckeye,Plantae,53348,Aesculus,Aesculus californica
12615906,Sat May 19 2018 11:23:21 GMT-0700 (PDT),2018-05-19,2018-05-19 18:23:21 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12615906,https://inaturalist-open-data.s3.amazonaws.com/photos/18243357/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8285366667,-121.79235,10,,,Contra Costa,Purple Chinese Houses,Collinsia heterophylla,Purple Chinese Houses,Plantae,47325,Collinsia,Collinsia heterophylla
12615917,Sat May 19 2018 11:22:31 GMT-0700 (PDT),2018-05-19,2018-05-19 18:22:31 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12615917,https://inaturalist-open-data.s3.amazonaws.com/photos/18243376/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8282166667,-121.7922883333,5,,,Contra Costa,orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371,Diplacus,Diplacus aurantiacus
12615988,Sat May 19 2018 11:18:13 GMT-0700 (PDT),2018-05-19,2018-05-19 18:18:13 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12615988,https://inaturalist-open-data.s3.amazonaws.com/photos/18243496/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8258333333,-121.7926783333,5,,,Contra Costa,white brodiaea,Triteleia hyacinthina,white brodiaea,Plantae,57132,Triteleia,Triteleia hyacinthina
12615996,Sat May 19 2018 11:14:24 GMT-0700 (PDT),2018-05-19,2018-05-19 18:14:24 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12615996,https://inaturalist-open-data.s3.amazonaws.com/photos/18243504/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8243533333,-121.7926116667,5,,,Contra Costa,oneleaf onion,Allium unifolium,oneleaf onion,Plantae,59781,Allium,Allium unifolium
12616049,Sat May 19 2018 11:08:27 GMT-0700 (PDT),2018-05-19,2018-05-19 18:08:27 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12616049,https://inaturalist-open-data.s3.amazonaws.com/photos/18243613/medium.jpg,,2,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8216216667,-121.7939216667,5,,,Contra Costa,common yarrow,Achillea millefolium,common yarrow,Plantae,52821,Achillea,Achillea millefolium
12616058,Sat May 19 2018 11:07:47 GMT-0700 (PDT),2018-05-19,2018-05-19 18:07:47 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12616058,https://inaturalist-open-data.s3.amazonaws.com/photos/18243626/medium.jpg,,1,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.8214833333,-121.7940533333,5,,,Contra Costa,Winecup Clarkia,Clarkia purpurea,Winecup Clarkia,Plantae,51087,Clarkia,Clarkia purpurea
12616064,Sat May 19 2018 11:07:36 GMT-0700 (PDT),2018-05-19,2018-05-19 18:07:36 UTC,Pacific Time (US & Canada),673365,research,https://www.inaturalist.org/observations/12616064,https://inaturalist-open-data.s3.amazonaws.com/photos/18243643/medium.jpg,,2,0,false,"Morgan Territory Regional Park, Livermore, CA, US",37.821475,-121.7940216667,5,,,Contra Costa,Ithuriel's Spear,Triteleia laxa,Ithuriel's Spear,Plantae,51085,Triteleia,Triteleia laxa
12877691,2018/05/26 3:02 PM PDT,2018-05-26,2018-05-26 22:02:00 UTC,Pacific Time (US & Canada),28,research,https://www.inaturalist.org/observations/12877691,https://inaturalist-open-data.s3.amazonaws.com/photos/18693963/medium.jpg,,2,0,false,"Morgan Territory Regional Preserve, Contra Costa, California, United States",37.8224472333,-121.7883963667,,,,Contra Costa,white brodiaea,Triteleia hyacinthina,white brodiaea,Plantae,57132,Triteleia,Triteleia hyacinthina
12877700,2018/05/26 2:01 PM PDT,2018-05-26,2018-05-26 21:01:00 UTC,Pacific Time (US & Canada),28,research,https://www.inaturalist.org/observations/12877700,https://inaturalist-open-data.s3.amazonaws.com/photos/18694117/medium.jpg,,1,0,false,"Morgan Territory Regional Preserve, Contra Costa, California, United States",37.8196688,-121.7949764833,,,,Contra Costa,Mediterranean lineseed,Bellardia trixago,Mediterranean lineseed,Plantae,51286,Bellardia,Bellardia trixago
